# Module Gain Results (Run: 1059)
# LMS Entries: 10001, Sample Rate: 1.00 Hz
# Current Run Time: 2.78 hours 
# Cumulative Time: 58.38 hours (total time up to this run)
# Formula: Gain = (Module LMS Mean - Module Pedestal Mean) × RefPMT Alpha Signal / RefPMT LMS Signal
# Reference PMT Params:
# RefPMT1: AlphaSignal=4541.90, AlphaError=2.68, LMSSignal=2372.33, LMSError=0.90, Valid=Yes
# RefPMT2: AlphaSignal=1917.46, AlphaError=1.07, LMSSignal=2372.89, LMSError=0.73, Valid=Yes
# RefPMT3: AlphaSignal=5641.65, AlphaError=2.87, LMSSignal=1593.40, LMSError=0.85, Valid=Yes
# G module
# module name	module signal(LMS-Pedestal)	signal error	gain1(RefPMT1)	gain1 error	gain2(RefPMT2)	gain2 error	gain3(RefPMT3)	gain3 error	LMS entries
G62	6689.845867	2.005480	12807.917794	9.775324	5405.873255	3.809830	23686.317563	18.873031	10001
G63	4719.113434	1.354755	9034.889313	6.851393	3813.380698	2.667267	16708.668875	13.234922	10001
G64	5951.333061	1.672653	11394.012079	8.614632	4809.102163	3.351939	21071.511603	16.645149	10001
G65	6571.124212	1.861970	12580.621497	9.522588	5309.937679	3.705965	23265.967247	18.397746	10001
G66	6483.522111	1.480402	12412.904552	9.161873	5239.148925	3.549311	22955.799983	17.739102	10001
G67	4264.800458	1.164788	8165.093001	6.149554	3446.263366	2.391141	15100.111421	11.886002	10001
G68	4027.902553	1.019346	7711.544602	5.753710	3254.832939	2.233443	14261.341873	11.129807	10001
G69	7109.893831	1.735963	13612.112673	10.115728	5745.302010	3.923794	25173.555035	19.574312	10001
G70	6113.715910	1.323946	11704.899088	8.597645	4940.319102	3.327703	21646.450368	16.653740	10001
G71	4210.816243	1.200373	8061.738544	6.107314	3402.640264	2.377177	14908.972897	11.798561	10001
G72	4138.450549	1.179536	7923.192174	6.002206	3344.163615	2.336255	14652.752224	11.595529	10001
G73	5754.311694	1.600041	11016.808548	8.317229	4649.894826	3.235380	20373.930407	16.072490	10001
G74	6218.950557	2.454811	11906.374090	9.587826	5025.356213	3.769445	22019.048080	18.433238	10001
G75	4210.293979	1.228063	8060.738653	6.126811	3402.218238	2.386149	14907.123750	11.832960	10001
G76	6314.786841	2.081971	12089.855634	9.375254	5102.798775	3.663781	22358.369600	18.077232	10001
G77	7715.622137	6.638156	14771.798338	16.401695	6234.773743	6.677387	27318.219247	30.969919	10001
G78	4371.341335	1.521398	8369.068821	6.556651	3532.356003	2.566608	15477.334020	12.632183	10001
G79	3858.689545	1.271630	7387.581040	5.728343	3118.096743	2.238564	13662.219991	11.045380	10001
G80	3704.305728	1.210800	7092.008425	5.491083	2993.343593	2.145321	13115.602896	10.589145	10001
G81	3238.714818	0.867221	6200.620159	4.658081	2617.112885	1.810381	11467.114369	9.005199	10001
G82	7460.643590	2.359276	14283.633986	10.996040	6028.732866	4.291918	26415.432702	21.214869	10001
G83	5062.515215	1.675302	9692.342692	7.521125	4090.873863	2.939529	17924.530014	14.501345	10001
G84	6784.593890	1.633973	12989.315827	9.638795	5482.436425	3.737789	24021.785942	18.653794	10001
G85	4500.541450	1.295587	8616.426457	6.536659	3636.758925	2.544917	15934.784764	12.626528	10001
G86	3802.584063	1.550393	7280.165351	5.909418	3072.759507	2.326084	13463.570830	11.354536	10001
G87	3243.687624	1.234013	6210.140750	4.957916	2621.131267	1.946614	11484.721271	9.538115	10001
G88	4481.401227	1.529298	8579.781904	6.696075	3621.292257	2.619549	15867.016175	12.904691	10001
G89	4848.993988	2.187504	9283.549668	7.745834	3918.333462	3.061142	17168.528802	14.853716	10001
G90	3563.615191	1.200274	6822.652019	5.311548	2879.655591	2.077066	12617.468736	10.238441	10001
G91	5235.162849	1.337111	10022.881953	7.486219	4230.385482	2.906523	18535.812663	14.479794	10001
G92	4477.303790	1.515444	8571.937235	6.679560	3617.981236	2.612421	15852.508639	12.874450	10001
G93	3526.173683	1.282075	6750.969089	5.336431	2849.400178	2.091956	12484.901939	10.274123	10001
G94	3237.198899	1.173577	6197.717884	4.896086	2615.887914	1.919146	11461.747049	9.426783	10001
G95	4843.467474	1.282325	9272.968986	6.956205	3913.867644	2.702864	17148.961422	13.449657	10001
G96	4163.280123	1.022589	7970.729166	5.927213	3364.227685	2.299383	14740.664741	11.468737	10001
G97	5746.102245	1.695237	11001.091304	8.375897	4643.261006	3.263041	20344.863728	16.174437	10001
G98	5836.202945	1.713892	11173.591894	8.501365	4716.068807	3.311523	20663.877624	16.417664	10001
G99	5438.628747	1.913871	10412.423736	8.175447	4394.800459	3.201428	19256.211601	15.748273	10001
G100	3886.965892	1.319497	7441.716984	5.802071	3140.946051	2.269436	13762.336278	11.182650	10001
G101	6361.384008	1.350132	12179.067357	8.930587	5140.452614	3.455442	22523.353263	17.301284	10001
G102	5438.461398	1.265830	10412.103343	7.699465	4394.665229	2.983814	19255.619081	14.905169	10001
G103	5832.563178	1.683690	11166.623447	8.474691	4713.127615	3.299681	20650.990529	16.369579	10001
G104	3642.859804	1.361819	6974.368294	5.546247	2943.690898	2.176274	12898.045167	10.673145	10001
G105	5572.060792	1.506302	10667.883532	8.023807	4502.623081	3.119166	19728.646071	15.510356	10001
G106	4506.644232	1.449838	8628.110422	6.661788	3641.690408	2.601486	15956.392499	12.849654	10001
G107	-365.167574	0.011487	-699.124668	-0.491199	-295.081481	-0.188438	-1292.925921	-0.955363	10001
G108	3511.044403	1.193079	6722.003613	5.241930	2837.174640	2.050405	12431.334648	10.102907	10001
G109	5961.725174	1.732789	11413.908102	8.670991	4817.499732	3.376700	21108.306305	16.747360	10001
G110	5983.301520	1.859457	11455.216687	8.793141	4834.934961	3.430406	21184.700320	16.968770	10001
G111	3547.372883	1.299353	6791.555616	5.376966	2866.530646	2.108374	12559.960616	10.350906	10001
G112	2987.813540	0.954711	5720.261866	4.411458	2414.366732	1.722373	10578.763954	8.509889	10001
G113	4463.422093	1.424584	8545.360295	6.588873	3606.763833	2.572419	15803.358586	12.710417	10001
G114	5439.077446	1.528374	10413.282785	7.872917	4395.163040	3.063324	19257.800283	15.212047	10001
G115	3624.597457	1.254847	6939.404462	5.430949	2928.933617	2.125591	12833.384819	10.464237	10001
G116	3756.389679	1.179508	7191.724767	5.529875	3035.431145	2.157958	13300.013273	10.669922	10001
G117	3931.586305	1.028631	7527.144151	5.638310	3177.002532	2.190213	13920.320975	10.902898	10001
G118	2839.195090	0.935480	5435.727225	4.214729	2294.272410	1.647054	10052.559932	8.126854	10001
G119	2441.086771	0.978629	4673.536478	3.777665	1972.572456	1.486036	8643.002784	7.260775	10001
G120	4259.252679	1.102572	8154.471606	6.100372	3441.780364	2.369152	15080.468748	11.797691	10001
G121	4162.078477	1.000876	7968.428577	5.912085	3363.256669	2.292556	14736.410148	11.441714	10001
G122	2396.956164	0.820333	4589.047060	3.583492	1936.911774	1.402013	8486.752314	6.905813	10001
G123	3803.015779	1.016489	7280.991884	5.468437	3073.108364	2.125242	13465.099380	10.572019	10001
G124	2845.524170	0.888958	5447.844446	4.185427	2299.386759	1.633071	10074.968910	8.076358	10001
G125	2810.298239	0.859251	5380.403306	4.119184	2270.921691	1.606264	9950.246665	7.950806	10001
G126	5109.612691	1.500206	9782.512273	7.442739	4128.931987	2.899143	18091.285093	14.373304	10001
G127	3868.001430	0.937206	7405.408933	5.498748	3125.621412	2.132589	13695.189998	10.641040	10001
G128	3767.073726	1.048516	7212.179706	5.445631	3044.064618	2.118387	13337.841606	10.523199	10001
G129	2756.425224	0.791412	5277.261745	4.001960	2227.388447	1.557979	9759.501861	7.730625	10006
G130	3978.298673	1.067629	7616.576432	5.723407	3214.749462	2.224537	14085.712527	11.064468	10001
G131	5254.507897	1.118103	10059.918647	7.378277	4246.017662	2.854937	18604.306458	14.293707	10001
G132	4881.042016	1.328290	9344.906613	7.034802	3944.230557	2.735123	17281.999244	13.597575	10001
G133	3064.185742	0.986842	5866.478820	4.530371	2476.080926	1.769205	10849.170219	8.738317	10001
G134	2676.382424	0.969947	5124.017318	4.047603	2162.708149	1.586544	9476.099343	7.793180	10001
G135	3278.474227	0.969817	6276.740784	4.780843	2649.241327	1.862628	11607.888016	9.231832	10001
G136	4479.514769	1.203488	8576.170223	6.445410	3619.767865	2.505225	15860.336914	12.460088	10001
G137	3760.836937	1.125639	7200.239181	5.494063	3039.024847	2.141163	13315.759400	10.607496	10001
G138	5812.687447	1.447456	11128.570742	8.288013	4697.066604	3.216118	20580.617774	16.034618	10001
G139	3003.597913	1.007530	5750.481538	4.473436	2427.121633	1.749105	10634.650693	8.623435	10001
G140	3621.731049	0.988195	6933.916635	5.221625	2926.617355	2.030287	12823.235909	10.092588	10017
G141	4347.527705	1.395803	8323.476887	6.424312	3513.112890	2.508601	15393.018595	12.391949	10001
G142	5122.580220	1.468107	9807.339010	7.435370	4139.410677	2.894488	18137.198410	14.363286	10001
G143	4915.717093	1.310642	9411.293126	7.066198	3972.250496	2.746038	17404.771115	13.661302	10001
G144	3138.988620	0.950033	6009.691254	4.593564	2536.526994	1.790752	11114.020075	8.867620	10001
G145	4180.216542	1.284808	8003.154467	6.132273	3377.913521	2.391606	14800.630458	11.835636	10001
G146	6702.882179	2.193297	12832.876217	9.937948	5416.407526	3.882799	23732.474412	19.164294	10001
G147	3761.377146	1.415506	7201.273427	5.735154	3039.461375	2.250920	13317.672083	11.035431	10001
G148	3890.720224	1.345558	7448.904769	5.828493	3143.979819	2.281107	13775.629004	11.230399	10001
G149	5676.897775	1.545013	10868.597195	8.181929	4587.338851	3.181131	20099.835802	15.814842	10001
G150	4630.569514	1.315888	8865.369226	6.713137	3741.830887	2.612780	16395.166973	12.969416	10001
G151	5345.014198	1.603270	10233.195775	7.810942	4319.153218	3.044280	18924.756444	15.080322	10001
G152	2499.948133	0.866474	4786.228385	3.746654	2020.136640	1.466436	8851.409517	7.218846	10001
G153	2963.277747	1.164260	5673.287328	4.563425	2394.540060	1.793801	10491.891612	8.774223	10001
G154	6002.332578	1.607468	11491.652238	8.633018	4850.313415	3.355268	21252.082392	16.689690	10001
G155	4981.099501	1.418913	9536.469778	7.223771	4025.084151	2.811688	17636.266505	13.955536	10001
G156	2690.808609	0.906386	5151.636697	4.010705	2174.365536	1.568379	9527.177231	7.730949	10001
G157	5659.462737	1.497168	10835.217273	8.127333	4573.250095	3.157855	20038.104657	15.714140	10001
G158	5330.895652	1.481478	10206.165380	7.704643	4307.744424	2.997045	18874.767793	14.888804	10001
G159	3740.830113	1.062745	7161.935495	5.423026	3022.857905	2.110648	13244.922494	10.477027	10001
G160	3883.077053	1.167716	7434.271681	5.676770	3137.803591	2.212647	13748.567308	10.959594	10001
G161	4509.220772	1.330446	8633.043288	6.573025	3643.772436	2.560693	15965.515092	12.692953	10001
G162	2742.727915	1.065189	5251.037821	4.212219	2216.320043	1.655052	9711.004659	8.100615	10001
G163	3889.252954	1.083397	7446.095635	5.622869	3142.794161	2.187376	13770.433934	10.865594	10001
G164	3263.137244	1.000347	6247.377652	4.784952	2636.847949	1.866014	11553.585320	9.235544	10001
G165	3790.845334	1.248787	7257.691190	5.627231	3063.273776	2.199025	13422.008250	10.850478	10001
G166	4182.178492	1.190739	8006.910680	6.064719	3379.498916	2.360525	14807.577010	11.716444	10001
G167	4974.025444	1.406182	9522.926275	7.205822	4019.367808	2.804175	17611.219834	13.922104	10001
G168	4721.607961	1.263611	9039.665162	6.790388	3815.396454	2.639078	16717.501090	13.127541	10001
G169	4557.535433	1.114239	8725.543208	6.485236	3682.814133	2.515627	16136.579783	12.549020	10001
G170	2447.038557	0.902386	4684.931357	3.714514	1977.381924	1.456841	8664.075900	7.149810	10001
G171	4188.609664	1.113629	8019.223359	6.018863	3384.695763	2.338878	14830.347457	11.636809	10001
G172	4441.030633	1.230506	8502.491149	6.415952	3588.669934	2.495576	15724.078548	12.398898	10001
G173	3737.989219	1.192785	7156.496515	5.517785	3020.562260	2.154233	13234.863920	10.644243	10001
G174	3857.383028	1.290943	7385.079672	5.742570	3117.040984	2.245174	13657.594087	11.070319	10001
G175	4316.611734	1.236211	8264.287300	6.264858	3488.130578	2.438778	15283.556357	12.102253	10001
G176	3854.407255	1.209993	7379.382462	5.673941	3114.636347	2.214163	13647.057954	10.947933	10001
G177	2777.853352	1.506542	5318.286562	4.717346	2244.703905	1.879326	9835.371091	9.009651	10001
G178	5301.328523	1.427091	10149.558191	7.629813	4283.852072	2.965717	18770.081312	14.749427	10001
G179	3308.515644	1.297521	6334.256009	5.092863	2673.516937	2.001780	11714.253774	9.792508	10001
G180	3244.776582	0.943851	6212.225595	4.719892	2622.011223	1.838081	11488.576877	9.116026	10001
G181	3641.189210	1.135044	6971.169889	5.353823	2942.340939	2.088828	12892.130199	10.331243	10001
G182	3093.715764	0.842389	5923.014965	4.459156	2499.943293	1.733738	10953.725316	8.619052	10001
G183	2735.698665	1.014420	5237.580103	4.157674	2210.639907	1.630958	9686.116633	8.002080	10001
G184	4470.683803	1.099906	8559.263063	6.366007	3612.631813	2.469689	15829.069664	12.317581	10001
G185	3058.788002	1.046240	5856.144679	4.572441	2471.719167	1.788899	10830.058781	8.811710	10001
G186	2321.719529	0.900641	4445.004184	3.564678	1876.115199	1.400564	8220.366679	6.855455	10001
G205	5326.831699	1.395205	10198.384814	7.640264	4304.460460	2.967948	18860.378808	14.773942	10001
G206	4636.109883	1.174141	8875.976435	6.623081	3746.307901	2.570950	16414.783410	12.811397	10001
G207	5541.959446	1.683433	10610.253571	8.114698	4478.299044	3.163741	19622.068125	15.664237	10001
G208	3494.737081	1.093635	6690.782737	5.141790	2823.997159	2.006321	12373.596334	9.921566	10001
G209	3674.439272	1.269226	7034.828166	5.503196	2969.209363	2.153712	13009.856607	10.603810	10001
G210	3459.169226	1.264995	6622.686974	5.241456	2795.255792	2.055125	12247.663462	10.090311	10001
G211	1883.690570	0.560786	3606.384131	2.749554	1522.156516	1.071413	6669.465026	5.308978	10001
G212	4531.746770	1.442308	8676.170012	6.686502	3661.975052	2.610322	16045.271482	12.899255	10001
G213	4911.715323	1.223411	9403.631613	7.003563	3969.016780	2.717708	17390.602298	13.549590	10001
G214	3653.557009	1.080787	6994.848426	5.327820	2952.335004	2.075732	12935.920091	10.288045	10001
G215	4719.635231	1.346294	9035.888308	6.845927	3813.802347	2.664713	16710.516367	13.225367	10001
G216	2438.734242	0.952995	4669.032488	3.750804	1970.671444	1.474083	8634.673333	7.212469	10001
G235	4114.071812	1.422809	7876.518326	6.163091	3324.463855	2.412059	14566.435962	11.875105	10001
G236	2445.802432	0.979523	4682.564757	3.784017	1976.383046	1.488479	8659.699228	7.273119	10001
G237	1945.310890	0.967077	3724.358148	3.203349	1571.950135	1.271197	6887.640225	6.130184	10001
G238	4623.958574	1.461365	8852.712376	6.814445	3736.488775	2.659734	16371.760031	13.147345	10001
G239	3753.174915	1.204736	7185.570001	5.545845	3032.833386	2.165559	13288.630959	10.697492	10001
G240	4059.649869	1.678685	7772.325824	6.331612	3280.487038	2.493605	14373.747601	12.162546	10001
G241	3255.749218	0.899474	6233.233048	4.701739	2630.877897	1.828682	11527.427002	9.086462	10001
G242	3432.522212	1.097260	6571.670437	5.068420	2773.723101	1.978895	12153.316050	9.777140	10001
G243	4554.231354	1.198375	8719.217446	6.535834	3680.144201	2.539180	16124.881238	12.637698	10001
G244	2913.858396	0.896791	5578.672445	4.275482	2354.605695	1.667513	10316.915618	8.251778	10001
G245	3775.904676	1.009027	7229.086836	5.429307	3051.200657	2.110024	13369.108800	10.496393	10001
G246	4265.344826	1.603971	8166.135211	6.502502	3446.703254	2.552020	15102.038830	12.512098	10001
G265	3840.553941	1.133784	7352.859863	5.598785	3103.441880	2.181184	13598.008396	10.811556	10001
G266	909.661699	0.614401	1741.575589	1.696435	735.071621	0.682867	3220.782108	3.222707	10001
G267	3105.991224	1.211273	5946.516714	4.774756	2509.862741	1.876363	10997.188266	9.181771	10001
G268	1085.876799	0.744617	2078.944875	2.039982	877.466008	0.821750	3844.695859	3.873864	10001
G269	3978.490037	1.528483	7616.942804	6.094716	3214.904097	2.393787	14086.390076	11.723115	10001
G270	5589.122525	1.597565	10700.548752	8.109478	4516.410180	3.156699	19789.055481	15.665991	10001
G271	3668.824879	0.895832	7024.079237	5.219915	2964.672533	2.024757	12989.978080	10.100726	10001
G272	3233.615199	0.905413	6190.856780	4.678276	2612.992028	1.820143	11449.058467	9.039735	10001
G273	2888.573742	0.826058	5530.264190	4.191437	2334.173888	1.631580	10227.391830	8.097023	10001
G274	2723.484597	0.822511	5214.195891	3.984181	2200.770068	1.553101	9642.871050	7.691453	10001
G275	2636.819712	0.991530	5048.273276	4.019786	2130.738651	1.577633	9336.022129	7.734868	10001
G276	3669.677877	1.098699	7025.712329	5.361151	2965.361817	2.089382	12992.998237	10.350838	10001
G295	4884.356223	1.193718	9351.251766	6.950026	3946.908673	2.695900	17293.733650	13.448439	10001
G296	4797.330178	1.254367	9184.637700	6.879363	3876.585414	2.672267	16985.605994	13.302827	10001
G297	5979.875583	1.709302	11448.657623	8.676470	4832.166559	3.377409	21172.570319	16.761309	10001
G298	4135.646218	1.721541	7917.823196	6.461276	3341.897515	2.545322	14642.823106	12.410058	10001
G299	4119.157919	1.104324	7886.255836	5.925300	3328.573793	2.302955	14584.444022	11.454889	10001
G300	3590.656460	1.230760	6874.423370	5.369687	2901.506868	2.100949	12713.212063	10.347779	10001
G301	4376.615840	0.986061	8379.167026	6.176792	3536.618181	2.392324	15496.009130	11.960752	10001
G302	2482.681190	1.131165	4753.170286	3.977459	2006.183717	1.572530	8790.273535	7.625779	10001
G303	2922.439492	0.931357	5595.101221	4.312982	2361.539833	1.683796	10347.298167	8.320229	10001
G304	1696.430173	0.758187	3247.868281	2.702554	1370.836740	1.067637	6006.443884	5.183509	10001
G305	2829.281652	0.873777	5416.747640	4.153706	2286.261645	1.620173	10017.460045	8.016380	10001
G306	2355.373283	0.839596	4509.435342	3.549897	1903.309836	1.390692	8339.522415	6.836733	10001
G325	5240.673486	1.615324	10033.432239	7.691458	4234.838470	2.999928	18555.323830	14.844395	10001
G326	3679.715237	1.260642	7044.929165	5.502330	2973.472720	2.152813	13028.536886	10.603473	10001
G327	4037.938006	1.110144	7730.757789	5.827527	3262.942302	2.266280	14296.873772	11.262750	10001
G328	4006.402718	1.280430	7670.382498	5.915582	3237.459537	2.309643	14185.218753	11.411377	10001
G329	4834.447946	1.335879	9255.700819	6.981770	3906.579221	2.715483	17117.026544	13.492764	10001
G330	5945.830938	1.459350	11383.478092	8.464333	4804.656054	3.283576	21052.030579	16.377997	10001
G331	4445.110867	1.150203	8510.302883	6.366252	3591.967054	2.472387	15738.525176	12.311936	10001
G332	2513.087728	0.959451	4811.384547	3.844300	2030.754371	1.509566	8897.932054	7.395271	10001
G333	3169.429768	0.876087	6067.971778	4.577405	2561.125616	1.780346	11221.801140	8.846125	10001
G334	2400.107663	0.772699	4595.080702	3.548320	1939.458409	1.385679	8497.910627	6.844141	10001
G335	3153.443555	0.912489	6037.365677	4.583531	2548.207614	1.784739	11165.199759	8.853221	10001
G336	2146.623287	0.941308	4109.776988	3.401278	1734.624930	1.342630	7600.414401	6.526163	10001
G355	4615.032233	1.203591	8835.622618	6.615872	3729.275654	2.569769	16340.155094	12.793650	10001
G356	6929.461744	1.649082	13266.669836	9.832382	5599.499997	3.811983	24534.710465	19.030495	10001
G357	5048.720497	1.519733	9665.932277	7.381975	4079.726746	2.877363	17875.687924	14.251489	10001
G358	4100.018895	1.935037	7849.613579	6.639256	3313.108094	2.628779	14516.679679	12.719723	10001
G359	2782.313393	1.302238	5326.825449	4.493856	2248.307937	1.778692	9851.162477	8.611008	10001
G360	3965.446670	1.187607	7591.970872	5.793516	3204.364125	2.257904	14040.208245	11.185568	10001
G361	3397.474823	1.045049	6504.571123	4.984641	2745.402308	1.944068	12029.225960	9.620541	10001
G362	3049.613846	0.963007	5838.580473	4.493666	2464.305794	1.753873	10797.576423	8.669883	10001
G363	1584.320823	0.736046	3033.231448	2.553110	1280.244379	1.010219	5609.505344	4.892965	10001
G364	2561.123901	1.399138	4903.351292	4.361190	2069.571029	1.738017	9068.010718	8.328014	10001
G365	2798.247165	0.998968	5357.331150	4.218680	2261.183562	1.652773	9907.578183	8.124544	10001
G366	2998.100836	0.813311	5739.957213	4.319237	2422.679602	1.679191	10615.187538	8.348947	10001
G385	3685.828765	1.325834	7056.633704	5.565519	2978.412887	2.180979	13050.182671	10.717048	10001
G386	314.056646	0.381528	601.271208	0.843599	253.780200	0.348211	1111.960664	1.580722	10001
G387	3402.750246	1.150603	6514.671084	5.075522	2749.665226	1.985010	12047.904319	9.782907	10001
G388	4942.739324	1.188428	9463.028028	7.020876	3994.086389	2.722509	17500.447034	13.587585	10001
G389	4009.988749	1.431634	7677.248067	6.045587	3240.357306	2.368514	14197.915591	11.642881	10001
G390	2670.323790	1.092250	5112.417873	4.153199	2157.812339	1.634994	9454.647915	7.979605	10001
G391	2917.901212	0.994342	5586.412542	4.358730	2357.872578	1.705089	10331.229761	8.400334	10001
