# Module Gain Results (Run: 1306)
# LMS Entries: 10008, Sample Rate: 1.00 Hz
# Current Run Time: 2.78 hours 
# Cumulative Time: 52.82 hours (total time up to this run)
# Formula: Gain = (Module LMS Mean - Module Pedestal Mean) × RefPMT Alpha Signal / RefPMT LMS Signal
# Reference PMT Params:
# RefPMT1: AlphaSignal=-338.78, AlphaError=0.03, LMSSignal=2347.75, LMSError=0.89, Valid=No
# RefPMT2: AlphaSignal=2129.38, AlphaError=0.79, LMSSignal=2354.82, LMSError=0.74, Valid=Yes
# RefPMT3: AlphaSignal=5638.23, AlphaError=2.07, LMSSignal=1309.32, LMSError=0.84, Valid=Yes
# G module
# module name	module signal(LMS-Pedestal)	signal error	gain1(RefPMT1)	gain1 error	gain2(RefPMT2)	gain2 error	gain3(RefPMT3)	gain3 error	LMS entries
W883	2463.581059	0.612150	0.000000	0.000000	2227.728729	1.217949	10608.736183	8.276895	10008
W884	2612.854840	0.670336	0.000000	0.000000	2362.711701	1.300528	11251.542784	8.807762	10008
W885	2566.519248	0.798377	0.000000	0.000000	2320.812073	1.341121	11052.011264	8.867343	10008
W886	2503.750641	0.638294	0.000000	0.000000	2264.052654	1.244519	10781.715475	8.434277	10008
W887	2816.879772	0.649470	0.000000	0.000000	2547.204190	1.372475	12130.120201	9.396918	10008
W888	2665.418496	0.633342	0.000000	0.000000	2410.243145	1.306040	11477.893753	8.916074	10008
W889	2618.487415	0.616868	0.000000	0.000000	2367.805038	1.280941	11275.797924	8.752102	10008
W890	3483.234283	0.828141	0.000000	0.000000	3149.764875	1.706953	14999.593152	11.652369	10008
W891	2270.232152	0.546020	0.000000	0.000000	2052.890190	1.115023	9776.132146	7.602854	10008
W892	1709.865489	0.520002	0.000000	0.000000	1546.170547	0.887738	7363.066791	5.887931	10008
W893	2596.344257	0.614857	0.000000	0.000000	2347.781768	1.271374	11180.444486	8.682290	10008
W894	1607.995330	0.443071	0.000000	0.000000	1454.052986	0.813603	6924.390892	5.464952	10008
W895	3531.849998	0.695280	0.000000	0.000000	3193.726336	1.677595	15208.943394	11.639739	10008
W896	3430.737453	0.695096	0.000000	0.000000	3102.293858	1.636334	14773.529951	11.328649	10008
W897	3060.769995	0.679625	0.000000	0.000000	2767.745444	1.481369	13180.366556	10.177662	10008
W898	1607.641961	0.423242	0.000000	0.000000	1453.733446	0.804788	6922.869202	5.434671	10008
W899	2535.192484	0.707198	0.000000	0.000000	2292.484394	1.286608	10917.111147	8.629203	10008
W900	2737.574426	0.860568	0.000000	0.000000	2475.491187	1.434892	11788.613478	9.473399	10008
W901	2265.803982	0.625418	0.000000	0.000000	2048.885953	1.146924	9757.063442	7.702234	10008
W902	4132.645584	0.925265	0.000000	0.000000	3737.004417	2.003016	17796.104817	13.751351	10008
W903	3062.387887	0.680937	0.000000	0.000000	2769.208446	1.482510	13187.333563	10.184222	10008
W904	1651.606887	0.454615	0.000000	0.000000	1493.489365	0.835459	7112.192099	5.612460	10008
W905	1578.547319	0.473078	0.000000	0.000000	1427.424197	0.816230	6797.581109	5.424364	10008
W906	1585.448837	0.574166	0.000000	0.000000	1433.664994	0.870075	6827.300601	5.622125	10008
W907	3310.606920	0.733089	0.000000	0.000000	2993.664090	1.601533	14256.220758	11.005931	10008
W908	2467.378238	0.705910	0.000000	0.000000	2231.162384	1.260192	10625.087695	8.425471	10008
W909	2742.738612	0.698820	0.000000	0.000000	2480.160976	1.363143	11810.851628	9.238784	10008
W910	2111.151359	0.575645	0.000000	0.000000	1909.039087	1.065496	9091.094337	7.165906	10008
W911	2929.260318	0.796655	0.000000	0.000000	2648.825921	1.477485	12614.056201	9.939754	10008
W912	2231.910196	0.599330	0.000000	0.000000	2018.237008	1.122384	9611.109150	7.562124	10008
W913	1381.890495	0.505618	0.000000	0.000000	1249.594425	0.761164	5950.732428	4.910123	10008
W914	4061.423184	0.828257	0.000000	0.000000	3672.600533	1.939021	17489.405081	13.417377	10008
W915	3396.009363	0.726826	0.000000	0.000000	3070.890482	1.633556	14623.982955	11.259232	10008
W916	2171.922436	0.585909	0.000000	0.000000	1963.992210	1.093393	9352.788313	7.362831	10008
W917	3360.551261	0.784103	0.000000	0.000000	3038.826981	1.640978	14471.292362	11.222529	10008
W918	4628.774177	0.931506	0.000000	0.000000	4185.635857	2.205563	19932.546535	15.277519	10008
W919	3936.183519	0.853145	0.000000	0.000000	3559.350759	1.897309	16950.094815	13.063036	10008
W920	1992.025221	0.514427	0.000000	0.000000	1801.317557	0.992938	8578.110295	6.719752	10008
W921	2044.475523	0.573169	0.000000	0.000000	1848.746500	1.038857	8803.973136	6.963270	10008
W922	2708.290728	0.701774	0.000000	0.000000	2449.010979	1.350973	11662.511260	9.139327	10008
W923	2678.946538	0.636155	0.000000	0.000000	2422.476073	1.312510	11536.148557	8.960798	10008
W924	2639.026109	0.592364	0.000000	0.000000	2386.377448	1.279657	11364.242175	8.783226	10008
W925	1203.688480	0.455400	0.000000	0.000000	1088.452681	0.671234	5183.354323	4.305939	10008
W926	3517.432453	0.765578	0.000000	0.000000	3180.689063	1.696640	15146.858189	11.677201	10008
W927	3232.968305	0.926366	0.000000	0.000000	2923.458251	1.651862	13921.891352	11.041978	10008
W928	2258.928624	0.587293	0.000000	0.000000	2042.668811	1.127651	9727.456598	7.625713	10008
W929	2983.721599	0.718600	0.000000	0.000000	2698.073321	1.465845	12848.578772	9.993584	10008
W930	1576.191095	0.481813	0.000000	0.000000	1425.293547	0.819519	6787.434673	5.431666	10008
W931	2758.605880	0.617624	0.000000	0.000000	2494.509182	1.337043	11879.179664	9.179237	10008
W932	1293.019998	0.427937	0.000000	0.000000	1169.231995	0.688456	5568.036005	4.511477	10008
W933	2888.840642	0.677194	0.000000	0.000000	2612.275845	1.411874	12439.999950	9.651351	10008
W934	2883.395706	0.675048	0.000000	0.000000	2607.352183	1.408872	12416.552826	9.632029	10008
W935	1281.546722	0.432113	0.000000	0.000000	1158.857120	0.686425	5518.629492	4.485580	10008
W936	2200.183967	0.537917	0.000000	0.000000	1989.548108	1.084144	9474.488847	7.380000	10008
W937	3216.849504	0.752317	0.000000	0.000000	2908.882594	1.571490	13852.480159	10.744899	10008
W938	2289.979541	0.668932	0.000000	0.000000	2070.747051	1.175946	9861.168857	7.841296	10008
W939	1835.930170	0.532701	0.000000	0.000000	1660.166354	0.941114	7905.929767	6.280875	10008
W940	3050.289860	0.692402	0.000000	0.000000	2758.268631	1.482015	13135.236730	10.161707	10008
W941	2610.527317	0.626837	0.000000	0.000000	2360.607005	1.281748	11241.519947	8.741112	10008
W942	788.675121	0.354640	0.000000	0.000000	713.170861	0.472721	3396.213110	2.939565	10008
W943	2763.764090	0.656048	0.000000	0.000000	2499.173568	1.353967	11901.392083	9.244178	10008
W944	510.935277	0.186725	0.000000	0.000000	462.020599	0.281310	2200.202647	1.815031	10008
W945	777.411261	0.323227	0.000000	0.000000	702.985353	0.450147	3347.708388	2.840293	10008
W946	3094.719927	0.637558	0.000000	0.000000	2798.445160	1.479754	13326.562626	10.231172	10008
W947	3675.164247	0.794837	0.000000	0.000000	3323.320314	1.770856	15826.086902	12.194693	10008
W948	3553.258912	0.746990	0.000000	0.000000	3213.085655	1.704325	15301.135009	11.764565	10008
W949	2850.050167	0.750259	0.000000	0.000000	2577.198999	1.426709	12272.959409	9.634558	10008
W950	2826.134237	0.687232	0.000000	0.000000	2555.572673	1.391075	12169.972013	9.474585	10008
W951	3670.613600	0.726223	0.000000	0.000000	3319.205326	1.744738	15806.490788	12.101081	10008
W952	3158.332180	0.697445	0.000000	0.000000	2855.967458	1.527149	13600.491349	10.497329	10008
W953	3199.780923	0.739419	0.000000	0.000000	2893.448082	1.559682	13778.978994	10.676386	10008
W954	2179.929352	0.540011	0.000000	0.000000	1971.232580	1.077037	9387.267903	7.321641	10008
W955	2027.129842	0.540664	0.000000	0.000000	1833.061418	1.017803	8729.278718	6.862902	10008
W956	2314.295964	0.618022	0.000000	0.000000	2092.735528	1.162319	9965.880867	7.836232	10008
W957	3106.314332	0.744526	0.000000	0.000000	2808.929568	1.524632	13376.490753	10.399404	10008
W958	4450.434145	0.875401	0.000000	0.000000	4024.369309	2.113673	19164.574099	14.666283	10008
W959	2342.591270	0.602085	0.000000	0.000000	2118.321967	1.166464	10087.726843	7.898255	10008
W960	2703.082131	0.654366	0.000000	0.000000	2444.301031	1.329319	11640.081867	9.058103	10008
W961	3209.859112	0.743668	0.000000	0.000000	2902.561430	1.565339	13822.377950	10.712482	10008
W962	2509.038212	0.649382	0.000000	0.000000	2268.834016	1.251256	10804.484946	8.465851	10008
W963	2471.371562	0.573162	0.000000	0.000000	2234.773405	1.205433	10642.283850	8.248635	10008
W964	1482.325149	0.423128	0.000000	0.000000	1340.413910	0.756645	6383.226720	5.060273	10008
W965	2738.103468	0.627427	0.000000	0.000000	2475.969580	1.332595	11790.891651	9.129166	10008
W966	3063.860506	0.651052	0.000000	0.000000	2770.540083	1.472085	13193.674993	10.152425	10008
W967	3499.884392	0.686173	0.000000	0.000000	3164.820976	1.661459	15071.292279	11.531280	10008
W968	1512.096868	0.461359	0.000000	0.000000	1367.335417	0.785780	6511.430465	5.209378	10008
W969	4617.642210	1.117154	0.000000	0.000000	4175.569615	2.270582	19884.609772	15.472921	10008
W970	2125.384566	0.513499	0.000000	0.000000	1921.909670	1.044811	9152.385742	7.120861	10008
W971	2240.237581	0.542407	0.000000	0.000000	2025.767167	1.101737	9646.968751	7.507215	10008
W972	2424.859889	0.608057	0.000000	0.000000	2192.714553	1.201087	10441.994085	8.154417	10008
W973	2421.190980	0.644297	0.000000	0.000000	2189.396889	1.215020	10426.194936	8.194864	10008
W974	1205.719462	0.402745	0.000000	0.000000	1090.289226	0.643860	5192.100192	4.213411	10008
W975	1338.968570	0.439964	0.000000	0.000000	1210.781655	0.711308	5765.900928	4.666220	10008
W976	2399.019352	0.636379	0.000000	0.000000	2169.347875	1.203019	10330.718901	8.116883	10008
W977	2983.617223	0.642656	0.000000	0.000000	2697.978936	1.436679	12848.129302	9.896887	10008
W978	1336.876967	0.452754	0.000000	0.000000	1208.890292	0.717085	5756.894014	4.682795	10008
W979	284.763368	0.210019	0.000000	0.000000	257.501385	0.227580	1226.255345	1.280778	10008
W980	1639.252079	0.508517	0.000000	0.000000	1482.317352	0.855896	7058.989507	5.661274	10008
W981	2452.944951	0.606686	0.000000	0.000000	2218.110876	1.211534	10562.934704	8.237300	10008
W982	2988.975718	0.747002	0.000000	0.000000	2702.824433	1.479467	12871.204191	10.047980	10008
W983	2252.866031	0.594296	0.000000	0.000000	2037.186625	1.128299	9701.349708	7.617579	10008
W984	4175.870459	0.927259	0.000000	0.000000	3776.091133	2.021074	17982.240885	13.885630	10008
W985	2883.198602	0.722848	0.000000	0.000000	2607.173949	1.428053	12415.704051	9.695541	10008
W986	3800.127807	0.839052	0.000000	0.000000	3436.320418	1.837433	16364.208205	12.630313	10008
W987	1590.064306	0.449017	0.000000	0.000000	1437.838599	0.809424	6847.175855	5.420558	10008
W988	663.532268	0.241665	0.000000	0.000000	600.008630	0.364878	2857.319736	2.355535	10008
W989	2212.411501	0.575695	0.000000	0.000000	2000.605032	1.104641	9527.143367	7.469390	10008
W990	1685.753680	0.502670	0.000000	0.000000	1524.367096	0.870464	7259.235900	5.788664	10008
W991	2232.096585	0.559454	0.000000	0.000000	2018.405553	1.105497	9611.911783	7.505817	10008
W992	2798.071234	0.645201	0.000000	0.000000	2530.196298	1.363337	12049.126387	9.334260	10008
W993	1925.401329	0.508026	0.000000	0.000000	1741.071941	0.964344	8291.212774	6.510493	10008
W994	2099.162693	0.534301	0.000000	0.000000	1898.198162	1.043058	9039.468434	7.070168	10008
W995	2139.344890	0.509229	0.000000	0.000000	1934.533495	1.048620	9212.502048	7.157482	10008
W996	3605.623703	0.687516	0.000000	0.000000	3260.437274	1.705186	15526.629622	11.858547	10008
W997	2001.646038	0.491161	0.000000	0.000000	1810.017320	0.987039	8619.539706	6.716466	10008
W998	2539.564106	0.569121	0.000000	0.000000	2296.437497	1.231081	10935.936338	8.451049	10008
W999	2568.286977	0.604590	0.000000	0.000000	2322.410567	1.256206	11059.623505	8.583720	10008
W1000	3285.010831	0.726300	0.000000	0.000000	2970.518457	1.588731	14145.998217	10.919455	10008
W1001	4049.924929	0.779529	0.000000	0.000000	3662.203070	1.917721	17439.891002	13.327687	10008
W1002	3259.435166	0.752146	0.000000	0.000000	2947.391292	1.588349	14035.863629	10.874071	10008
W1003	1966.160057	0.574876	0.000000	0.000000	1777.928609	1.009908	8466.729059	6.733329	10008
W1004	3905.778709	0.847424	0.000000	0.000000	3531.856770	1.882973	16819.164839	12.963185	10008
W1005	3464.738598	0.742727	0.000000	0.000000	3133.039884	1.667050	14919.946554	11.488527	10008
W1006	2504.437732	0.583075	0.000000	0.000000	2264.673966	1.222435	10784.674241	8.361896	10008
W1007	3618.843722	0.802075	0.000000	0.000000	3272.391667	1.750919	15583.558008	12.031552	10008
W1008	1719.413604	0.479303	0.000000	0.000000	1554.804568	0.872452	7404.183132	5.851979	10008
W1009	2373.090502	0.655421	0.000000	0.000000	2145.901337	1.201405	10219.063417	8.067522	10008
W1010	2323.787534	0.576035	0.000000	0.000000	2101.318417	1.148272	10006.753707	7.805341	10008
W1011	4163.535448	0.921284	0.000000	0.000000	3764.937022	2.013892	17929.123545	13.840614	10008
W1012	3621.084537	0.734796	0.000000	0.000000	3274.417956	1.727517	15593.207464	11.958486	10008
W1013	2513.248977	0.629642	0.000000	0.000000	2272.641662	1.244628	10822.617454	8.450855	10008
W1014	1958.903339	0.535891	0.000000	0.000000	1771.366617	0.989435	8435.479993	6.651753	10008
W1015	2673.219473	0.632944	0.000000	0.000000	2417.297291	1.308971	11511.486520	8.939208	10008
W1016	2035.979246	0.514995	0.000000	0.000000	1841.063618	1.010316	8767.386247	6.852856	10008
W1017	1831.335687	0.489917	0.000000	0.000000	1656.011727	0.920137	7886.144886	6.202192	10008
W1018	2149.795925	0.538383	0.000000	0.000000	1943.983994	1.064552	9257.506563	7.228455	10008
W1019	3076.938408	0.686933	0.000000	0.000000	2782.365965	1.490592	13249.991392	10.236040	10008
W1020	3147.272752	0.666019	0.000000	0.000000	2845.966811	1.511167	13552.866955	10.425547	10008
W1021	2785.054634	0.603212	0.000000	0.000000	2518.425850	1.342286	11993.073970	9.242254	10008
W1022	2404.791766	0.570626	0.000000	0.000000	2174.567663	1.178023	10355.576217	8.043218	10008
W1023	2905.450463	0.614123	0.000000	0.000000	2627.295516	1.394795	12511.525588	9.623640	10008
W1024	1097.653957	0.301723	0.000000	0.000000	992.569433	0.555060	4726.745730	3.729407	10008
W1025	3574.867301	0.723649	0.000000	0.000000	3232.625353	1.704853	15394.185611	11.803842	10008
W1026	3170.460364	0.725259	0.000000	0.000000	2866.934544	1.542539	13652.718048	10.569115	10008
W1027	3095.269394	0.702277	0.000000	0.000000	2798.942024	1.503741	13328.928758	10.311127	10008
W1028	3173.747674	0.728882	0.000000	0.000000	2869.907141	1.545244	13666.873946	10.583734	10008
W1029	2716.218189	0.638840	0.000000	0.000000	2456.179501	1.328336	11696.648699	9.077386	10008
W1030	1330.553811	0.444486	0.000000	0.000000	1203.172487	0.710545	5729.665077	4.649724	10008
W1031	2234.263840	0.504058	0.000000	0.000000	2020.365324	1.084355	9621.244471	7.439287	10008
W1032	2612.225570	0.596824	0.000000	0.000000	2362.142674	1.270656	11248.833005	8.707236	10008
W1033	2038.183090	0.516164	0.000000	0.000000	1843.056476	1.011664	8776.876497	6.861127	10008
W1034	2984.812316	0.660977	0.000000	0.000000	2699.059617	1.443939	12853.275646	9.922883	10008
W1035	2837.415872	0.566803	0.000000	0.000000	2565.774255	1.350552	12218.553280	9.360306	10008
W1036	2929.616351	0.644110	0.000000	0.000000	2649.147869	1.415504	12615.589357	9.733669	10008
W1037	2216.260598	0.648981	0.000000	0.000000	2004.085633	1.138827	9543.718449	7.591376	10008
W1038	2683.216516	0.652431	0.000000	0.000000	2426.337261	1.320709	11554.536043	8.995391	10008
W1039	2323.495240	0.535619	0.000000	0.000000	2101.054106	1.132045	10005.495023	7.750900	10008
W1040	2206.335858	0.569310	0.000000	0.000000	1995.111044	1.099567	9500.980276	7.442036	10008
W1041	3202.666898	0.711623	0.000000	0.000000	2896.057767	1.550229	13791.406656	10.650105	10008
W1042	2532.347877	0.583609	0.000000	0.000000	2289.912117	1.233742	10904.861627	8.447408	10008
W1043	3539.137290	0.767043	0.000000	0.000000	3200.315975	1.705909	15240.324118	11.745303	10008
W1044	1361.463528	0.468170	0.000000	0.000000	1231.123046	0.733952	5862.769299	4.781707	10008
W1045	3704.202788	0.790637	0.000000	0.000000	3349.578834	1.781023	15951.133417	12.278456	10008
W1046	2788.311554	0.603822	0.000000	0.000000	2521.370967	1.343820	12007.099003	9.252947	10008
W1047	2638.527871	0.731430	0.000000	0.000000	2385.926909	1.336991	11362.096649	8.973971	10008
W1048	3920.780226	0.823415	0.000000	0.000000	3545.422109	1.880307	16883.764757	12.980414	10008
W1049	2666.873939	0.640689	0.000000	0.000000	2411.559250	1.309542	11484.161217	8.930212	10008
W1050	2751.894226	0.628660	0.000000	0.000000	2488.440072	1.338566	11850.277768	9.172694	10008
W1051	4250.716931	0.837833	0.000000	0.000000	3843.772136	2.019401	18304.546691	14.010022	10008
W1052	2394.227946	0.596291	0.000000	0.000000	2165.015177	1.184227	10310.086026	8.045775	10008
W1053	4720.829796	0.881000	0.000000	0.000000	4268.878479	2.226335	20328.958813	15.505957	10008
W1054	3581.763972	0.787246	0.000000	0.000000	3238.861768	1.730511	15423.884236	11.900132	10008
W1055	2689.009987	0.639736	0.000000	0.000000	2431.576091	1.317913	11579.484037	8.996029	10008
W1056	2491.711507	0.579754	0.000000	0.000000	2253.166094	1.216084	10729.872245	8.318943	10008
W1057	2521.726006	0.553283	0.000000	0.000000	2280.307138	1.217997	10859.121455	8.377044	10008
W1058	3388.839726	0.677951	0.000000	0.000000	3064.407234	1.613360	14593.108881	11.180508	10008
W1059	1836.138956	0.491101	0.000000	0.000000	1660.355152	0.922507	7906.828848	6.218312	10008
W1060	1836.383418	0.551958	0.000000	0.000000	1660.576211	0.950315	7907.881556	6.312971	10008
W1061	954.328765	0.388497	0.000000	0.000000	862.965560	0.547752	4109.555099	3.469315	10008
W1062	2510.003761	0.603110	0.000000	0.000000	2269.707128	1.232555	10808.642822	8.405064	10008
W1063	2442.572193	0.660985	0.000000	0.000000	2208.731159	1.230549	10518.267266	8.283387	10008
W1064	1783.190092	0.529593	0.000000	0.000000	1612.475378	0.919772	7678.819087	6.119822	10008
W1065	2583.725733	0.593824	0.000000	0.000000	2336.371285	1.258145	11126.106274	8.616714	10008
W1066	3008.857605	0.667643	0.000000	0.000000	2720.802917	1.456074	12956.820088	10.004479	10008
W1067	2269.427423	0.562353	0.000000	0.000000	2052.162502	1.121326	9772.666800	7.622469	10008
W1068	2283.626671	0.594123	0.000000	0.000000	2065.002377	1.140154	9833.811967	7.709674	10008
W1069	3338.843667	0.666688	0.000000	0.000000	3019.197576	1.589125	14377.814562	11.014143	10008
W1070	2078.965082	0.547127	0.000000	0.000000	1879.934181	1.040647	8952.492963	7.027700	10008
W1071	1582.493028	0.490372	0.000000	0.000000	1430.992161	0.825999	6814.572222	5.464357	10008
W1072	3563.365815	0.785119	0.000000	0.000000	3222.224968	1.722336	15344.657615	11.841359	10008
W1073	3225.384247	0.710436	0.000000	0.000000	2916.600258	1.558894	13889.232688	10.717954	10008
W1074	2585.670478	0.559756	0.000000	0.000000	2338.129849	1.246091	11134.480786	8.580266	10008
W1075	1331.675397	0.398378	0.000000	0.000000	1204.186698	0.688240	5734.494882	4.574884	10008
W1076	2615.435242	0.588289	0.000000	0.000000	2365.045066	1.268680	11262.654577	8.706237	10008
W1077	2898.114015	0.695690	0.000000	0.000000	2620.661427	1.422869	12479.933189	9.703801	10008
W1078	2599.254368	0.681606	0.000000	0.000000	2350.413278	1.300033	11192.976083	8.782950	10008
W1079	4019.516763	0.832576	0.000000	0.000000	3634.706047	1.923537	17308.946575	13.293768	10008
W1080	3485.991059	0.733203	0.000000	0.000000	3152.257729	1.672187	15011.464452	11.542264	10008
W1081	2839.771910	0.691397	0.000000	0.000000	2567.904737	1.398131	12228.698915	9.521447	10008
W1082	2915.709963	0.726060	0.000000	0.000000	2636.572817	1.442118	12555.705311	9.798063	10008
W1083	2274.985401	0.601119	0.000000	0.000000	2057.188384	1.139803	9796.600706	7.693803	10008
W1084	3451.477665	0.713732	0.000000	0.000000	3121.048494	1.651284	14862.841983	11.413716	10008
W1085	2727.612040	0.628126	0.000000	0.000000	2466.482555	1.328686	11745.713195	9.098150	10008
W1086	3544.549408	0.752326	0.000000	0.000000	3205.209961	1.702726	15263.629922	11.744204	10008
W1087	3395.800604	0.714383	0.000000	0.000000	3070.701708	1.628977	14623.083991	11.243816	10008
W1088	4948.956330	0.976170	0.000000	0.000000	4475.165191	2.351357	21311.323169	16.312151	10008
W1089	2412.293147	0.574654	0.000000	0.000000	2181.350895	1.182589	10387.878859	8.071270	10008
